Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Mafic to felsic plugs,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Metasediments: Hutchison Group equivalent?,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Metasediments: Hutchison Group equivalent?,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Metasediments: Hutchison Group equivalent?,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Quiet magnetic zone, low gravity signature, some intrabasement magnetic sources:  Late Kararan/Musgravian granitoid-dominated?",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
